AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0.089,5050.948,-1.91542,4.7694,8.04476,-0.64801,-2.47687,-2.93639,-15.1,12.6,107.4
0.1059,5050.968,-2.30808,4.62334,9.55316,-0.98215,-1.46345,-3.03718,-15.2,12.3,107.6
0.1117,5050.988,-2.87552,4.46532,10.99212,-0.58325,-0.67543,-2.83926,-15.1,11.9,108.0
0.1133,5051.008,-3.49804,4.39589,11.34407,0.23836,-0.5105,-2.36279,-14.9,11.5,108.4
0.1175,5051.028,-3.7638,4.46772,10.32411,0.82174,-1.10181,-1.82156,-14.7,11.0,108.6
0.123,5051.048,-3.58184,4.76221,8.91389,0.7411,-1.82019,-1.56561,-14.5,10.7,109.0
0.1236,5051.068,-2.94735,5.0615,7.98491,0.34648,-2.08042,-1.58638,-14.3,10.3,109.3
0.145,5051.088,-2.45413,5.18839,7.91068,-0.01332,-2.23191,-1.82583,-14.0,10.0,109.8
0.1728,5051.108,-2.20992,5.01601,8.5308,-0.10678,-2.34004,-1.93884,-13.8,9.7,110.0
0.1835,5051.128,-1.95133,4.65686,9.22035,0.05693,-2.0682,-1.86676,-13.6,9.3,110.3
0.2443,5051.1479,-1.4629,4.5587,9.43584,0.32083,-1.98757,-1.6945,-13.3,9.1,110.7
0.2482,5051.1679,-0.97447,4.65208,9.09346,0.26218,-2.08531,-1.81545,-13.1,8.8,111.1
0.2683,5051.1879,-0.92419,4.70954,8.67925,0.01723,-2.07431,-1.98222,-12.8,8.6,111.4
0.2711,5051.2079,-0.90743,4.63771,8.5715,-0.10983,-2.17694,-1.92113,-12.6,8.4,111.7
0.3014,5051.2279,-0.80448,4.59461,8.54517,-0.13121,-2.31133,-1.82461,-12.3,8.2,112.0
0.3064,5051.2479,-0.71828,4.66405,8.84685,-0.01393,-2.32049,-1.77758,-11.9,8.0,112.3
0.3226,5051.2679,-0.68955,4.65208,9.14374,0.22553,-2.07248,-1.72016,-11.6,7.8,112.7
0.3405,5051.2879,-0.7542,4.54673,8.9498,0.42162,-1.6968,-1.59676,-11.4,7.6,113.1
0.3619,5051.3079,-0.66082,4.57546,8.42306,0.20659,-1.7872,-1.38662,-11.2,7.5,113.5
0.3898,5051.3279,-0.48364,4.73827,8.22912,0.02578,-1.56607,-1.38174,-11.0,7.4,114.0
0.4041,5051.3479,-0.67997,4.94178,8.40869,0.02456,-1.55019,-1.49352,-10.8,7.2,114.4
0.4189,5051.3679,-1.12531,4.93699,8.43503,0.14245,-1.60883,-1.44038,-10.7,7.1,114.7
0.443,5051.3879,-1.35995,4.65208,8.21715,0.0661,-1.34066,-1.1606,-10.5,7.0,115.0
0.4589,5051.4079,-1.22587,4.43659,8.05434,0.13573,-1.15985,-0.8344,-10.3,6.9,115.5
0.4978,5051.4279,-0.89785,4.52279,7.59943,0.21881,-1.2472,-0.76049,-10.0,6.9,115.8
0.501,5051.4479,-0.74462,4.7263,7.04635,0.13085,-1.32478,-0.86555,-9.8,6.8,116.2
